GENESIS-Tabelle: 41261-0012
Schadholzeinschlag: Bundesländer, Jahre, Einschlagsursache,;;;;;;;;;;;;;;;;;;;
Holzartengruppen, Waldeigentumsarten;;;;;;;;;;;;;;;;;;;
Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);;;;;;;;;;;;;;;;;;;
Schadholzeinschlag (1000 cbm);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
Year;Cause;Tree_type;Owner;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
2015;Sonstiges;Buche und sonstiges Laubholz;Insgesamt;220,0;12,5;-;7,1;-;0,0;73,1;43,5;20,4;17,6;3,9;2,8;0,6;9,0;7,7;3,3
2015;Sonstiges;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);11,7;14,3;-;6,7;-;-;16,2;2,6;4,3;4,2;0,1;0,1;1,6;2,2;0,0;1,4
2015;Sonstiges;Kiefer und Lärche;Körperschaftswald;12,3;-;-;0,4;-;-;17,5;0,1;0,2;0,0;0,2;0,1;0,1;-;0,0;0,3
2015;Sonstiges;Kiefer und Lärche;Privatwald;0,9;-;-;20,5;-;-;-;1,8;11,7;0,9;-;-;0,7;2,7;0,1;1,1
2015;Sonstiges;Kiefer und Lärche;Insgesamt;24,9;14,3;-;27,5;-;-;33,7;4,6;16,2;5,2;0,3;0,2;2,4;4,9;0,1;2,8
2015;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);18,8;29,0;-;0,2;-;-;11,8;1,0;4,7;5,6;1,1;0,5;1,1;1,6;0,1;5,7
2015;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;35,1;-;-;0,0;-;-;14,2;1,2;0,6;3,0;3,6;0,2;0,0;-;0,2;2,9
2015;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;22,2;-;-;0,7;-;-;-;1,9;12,0;40,1;-;-;0,9;0,0;2,0;15,5
2015;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;76,1;29,0;-;0,9;-;-;26,0;4,1;17,2;48,8;4,6;0,7;2,0;1,7;2,2;24,3
2015;Sonstiges;Insgesamt;Staatswald (Bundes- und Landeswald);84,0;59,4;-;8,8;-;0,0;74,0;14,9;18,3;12,1;2,9;1,7;3,7;14,6;3,8;9,2
2015;Sonstiges;Insgesamt;Körperschaftswald;209,1;-;-;1,9;-;-;81,0;15,1;2,4;7,2;6,8;2,2;0,1;0,2;0,8;3,5
2015;Sonstiges;Insgesamt;Privatwald;39,7;-;-;27,1;-;-;-;26,0;42,2;66,6;0,4;0,3;1,7;4,9;6,1;17,9
2015;Sonstiges;Insgesamt;Insgesamt;332,7;59,4;-;37,8;-;0,0;155,0;56,0;62,8;85,8;10,1;4,2;5,5;19,6;10,6;30,5
2015;Insgesamt;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);4,9;7,7;0,0;0,6;-;0,0;18,6;1,0;7,9;1,5;0,6;0,5;0,7;10,8;1,0;1,5
2015;Insgesamt;Eiche und Roteiche;Körperschaftswald;11,0;2,5;-;1,6;-;-;19,5;1,0;4,8;8,5;1,9;0,3;0,0;0,3;0,8;1,0
2015;Insgesamt;Eiche und Roteiche;Privatwald;5,5;4,7;-;22,5;-;-;-;5,9;9,2;30,5;0,7;0,5;0,0;1,7;2,5;3,4
2015;Insgesamt;Eiche und Roteiche;Insgesamt;21,4;15,0;0,0;24,7;-;0,0;38,1;7,9;21,9;40,5;3,1;1,3;0,7;12,7;4,4;5,9
2015;Insgesamt;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);76,3;32,6;0,1;2,1;-;0,0;75,6;13,4;13,7;9,5;2,2;1,5;3,9;17,8;6,4;9,7
2015;Insgesamt;Buche und sonstiges Laubholz;Körperschaftswald;185,1;10,2;-;2,8;-;-;71,2;16,4;3,7;26,2;5,9;2,1;0,1;0,3;2,0;3,9
2015;Insgesamt;Buche und sonstiges Laubholz;Privatwald;84,2;100,6;-;18,6;-;-;-;23,1;25,6;44,7;0,2;0,8;0,0;3,3;11,3;10,3
2015;Insgesamt;Buche und sonstiges Laubholz;Insgesamt;345,6;143,3;0,1;23,5;-;0,0;146,9;53,0;43,1;80,3;8,3;4,5;4,0;21,4;19,7;23,9
2015;Insgesamt;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);24,5;95,3;0,7;12,2;-;0,4;53,4;32,2;92,9;9,6;0,8;1,0;18,7;67,4;9,7;10,9
2015;Insgesamt;Kiefer und Lärche;Körperschaftswald;29,2;14,5;-;20,8;-;-;49,1;16,3;14,9;4,6;3,7;0,2;0,1;5,2;4,8;6,4
2015;Insgesamt;Kiefer und Lärche;Privatwald;9,6;165,9;-;246,5;-;-;-;25,6;255,4;10,3;0,2;0,8;2,8;64,0;21,3;20,4
2015;Insgesamt;Kiefer und Lärche;Insgesamt;63,3;275,6;0,7;279,5;-;0,4;102,5;74,1;363,3;24,4;4,7;2,0;21,6;136,5;35,8;37,7
2015;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);457,1;2215,0;0,2;0,8;-;0,7;368,4;25,9;239,3;41,7;42,7;11,2;67,2;116,6;43,4;151,5
2015;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;562,9;450,2;-;5,7;-;-;321,9;9,2;49,1;66,3;127,0;7,7;5,8;12,1;24,6;58,5
2015;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;577,9;3526,8;-;23,0;-;-;-;8,1;216,0;287,7;16,7;2,3;4,3;8,0;51,8;137,1
2015;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;1597,9;6192,1;0,2;29,5;-;0,7;690,4;43,3;504,4;395,8;186,4;21,1;77,3;136,7;119,9;347,1
2015;Insgesamt;Insgesamt;Staatswald (Bundes- und Landeswald);562,8;2350,6;1,1;15,7;-;1,1;516,1;72,6;353,8;62,3;46,3;14,2;90,5;212,5;60,6;173,6
2015;Insgesamt;Insgesamt;Körperschaftswald;788,2;477,4;-;30,9;-;-;461,8;42,9;72,5;105,6;138,5;10,3;6,0;17,9;32,3;69,7
2015;Insgesamt;Insgesamt;Privatwald;677,2;3797,9;-;310,6;-;-;-;62,8;506,3;373,1;17,8;4,4;7,2;77,0;86,9;171,3
2015;Insgesamt;Insgesamt;Insgesamt;2028,2;6626,0;1,1;357,2;-;1,1;977,9;178,3;932,7;541,0;202,5;28,8;103,6;307,3;179,8;414,5
2016;Wind/Sturm;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,6;0,5;-;0,4;-;-;2,7;0,0;2,9;0,4;0,4;0,0;0,1;5,5;0,4;0,1
2016;Wind/Sturm;Eiche und Roteiche;Körperschaftswald;1,0;0,2;-;0,2;-;-;4,8;0,2;0,1;0,7;0,7;0,1;0,0;0,1;0,2;0,1
2016;Wind/Sturm;Eiche und Roteiche;Privatwald;1,0;2,8;-;0,6;-;-;-;0,9;2,4;7,9;0,1;-;0,0;0,3;1,0;0,3
2016;Wind/Sturm;Eiche und Roteiche;Insgesamt;2,6;3,4;-;1,2;-;-;7,5;1,1;5,4;9,1;1,1;0,1;0,1;5,9;1,6;0,5
2016;Wind/Sturm;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);5,5;6,0;0,1;0,2;-;0,0;8,1;1,4;3,4;2,5;1,0;0,1;1,6;9,1;1,7;2,1
2016;Wind/Sturm;Buche und sonstiges Laubholz;Körperschaftswald;10,5;2,4;-;0,1;-;-;19,4;0,9;0,5;5,7;1,2;0,1;0,1;0,2;0,5;0,8
2016;Wind/Sturm;Buche und sonstiges Laubholz;Privatwald;16,3;35,9;-;1,6;-;-;-;3,7;7,9;6,7;0,0;0,2;0,0;0,9;2,6;1,7
2016;Wind/Sturm;Buche und sonstiges Laubholz;Insgesamt;32,3;44,3;0,1;1,9;-;-;27,4;6,0;11,7;14,9;2,3;0,4;1,7;10,2;4,7;4,7
2016;Wind/Sturm;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);2,7;18,0;0,1;33,7;-;-;4,7;0,7;12,3;0,6;1,5;0,0;14,7;10,9;0,9;3,9
2016;Wind/Sturm;Kiefer und Lärche;Körperschaftswald;2,3;2,6;-;2,3;-;-;10,3;1,6;2,4;0,7;0,7;0,0;0,0;0,7;0,4;1,5
2016;Wind/Sturm;Kiefer und Lärche;Privatwald;2,1;16,5;-;44,2;-;-;0,0;6,4;29,9;2,7;0,0;0,2;0,0;23,2;3,2;2,7
2016;Wind/Sturm;Kiefer und Lärche;Insgesamt;7,1;37,1;0,1;80,1;-;-;15,0;8,6;44,5;3,9;2,2;0,2;14,7;34,8;4,5;8,0
2016;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);83,1;188,9;-;0,0;-;-;33,7;0,6;29,8;3,2;4,3;1,0;57,7;22,1;5,1;17,8
2016;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;110,8;47,5;-;0,6;-;-;56,9;0,7;6,4;7,3;18,6;0,4;5,1;0,7;2,0;7,1
2016;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;105,7;429,8;-;3,5;-;-;-;5,2;32,8;35,1;2,0;0,4;0,6;1,5;15,5;15,9
2016;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;299,6;666,2;-;4,1;-;-;90,6;6,5;69,0;45,5;25,0;1,8;63,4;24,3;22,5;40,7
2016;Wind/Sturm;Insgesamt;Staatswald (Bundes- und Landeswald);91,9;213,3;0,2;34,2;-;-;49,1;2,7;48,4;6,7;7,3;1,1;74,0;47,6;8,0;23,9
2016;Wind/Sturm;Insgesamt;Körperschaftswald;124,7;52,7;-;3,2;-;-;91,4;3,4;9,3;14,3;21,2;0,7;5,2;1,7;3,1;9,4
2016;Wind/Sturm;Insgesamt;Privatwald;125,1;485,0;-;49,9;-;-;-;16,2;72,9;52,4;2,1;0,7;0,6;25,9;22,2;20,6
2016;Wind/Sturm;Insgesamt;Insgesamt;341,7;751,0;0,2;87,3;-;-;140,5;22,3;130,6;73,4;30,6;2,5;79,9;75,2;33,3;53,9
2016;Schnee/Duft;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,0;0,0;-;-;-;-;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0
2016;Schnee/Duft;Eiche und Roteiche;Körperschaftswald;0,0;0,4;-;0,0;-;-;0,0;0,0;0,0;0,0;0,2;-;0,0;-;-;-
2016;Schnee/Duft;Eiche und Roteiche;Privatwald;0,0;0,0;-;-;-;-;-;0,1;0,3;0,0;0,0;-;0,0;0,0;0,0;0,0
2016;Schnee/Duft;Eiche und Roteiche;Insgesamt;0,1;0,5;-;0,0;-;-;0,1;0,1;0,3;0,0;0,3;0,0;0,0;0,0;0,0;0,0
2016;Schnee/Duft;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);0,1;0,8;-;-;-;-;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2016;Schnee/Duft;Buche und sonstiges Laubholz;Körperschaftswald;1,2;0,2;-;-;-;-;0,6;0,0;0,0;0,0;0,2;-;0,0;-;-;0,0
2016;Schnee/Duft;Buche und sonstiges Laubholz;Privatwald;1,1;2,3;-;0,0;-;-;-;0,2;0,0;0,0;0,0;-;0,0;-;-;0,1
2016;Schnee/Duft;Buche und sonstiges Laubholz;Insgesamt;2,5;3,3;-;0,0;-;-;0,6;0,2;0,1;0,0;0,2;0,0;0,0;0,0;0,0;0,2
2016;Schnee/Duft;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);0,1;5,1;-;1,1;-;-;0,6;0,0;0,0;0,5;0,0;-;0,0;0,3;0,0;0,1
2016;Schnee/Duft;Kiefer und Lärche;Körperschaftswald;0,4;4,2;-;0,8;-;-;0,8;0,1;0,0;0,0;0,0;0,0;0,0;0,0;-;0,0
2016;Schnee/Duft;Kiefer und Lärche;Privatwald;0,1;3,8;-;0,1;-;-;0,0;0,5;0,2;0,1;0,0;0,0;0,1;1,2;0,0;0,1
2016;Schnee/Duft;Kiefer und Lärche;Insgesamt;0,6;13,1;-;2,0;-;-;1,4;0,6;0,2;0,6;0,1;0,0;0,2;1,6;0,0;0,3
2016;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);2,4;19,1;-;-;-;-;3,8;0,0;0,0;0,0;0,1;0,0;0,3;0,1;0,0;1,1
2016;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;8,8;3,8;-;-;-;-;1,6;0,0;0,1;0,0;0,3;0,1;0,1;0,0;-;0,4
2016;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;9,8;13,5;-;-;-;-;-;0,3;0,2;0,8;0,0;-;0,0;-;-;0,9
2016;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;21,0;36,3;-;-;-;-;5,4;0,3;0,3;0,8;0,4;0,1;0,4;0,2;0,0;2,4
2016;Schnee/Duft;Insgesamt;Staatswald (Bundes- und Landeswald);2,7;25,1;-;1,1;-;-;4,5;0,0;0,1;0,5;0,2;0,1;0,3;0,5;0,0;1,3
2016;Schnee/Duft;Insgesamt;Körperschaftswald;10,5;8,6;-;0,8;-;-;3,0;0,1;0,1;0,0;0,8;0,1;0,1;0,0;0,0;0,4
2016;Schnee/Duft;Insgesamt;Privatwald;11,0;19,6;-;0,1;-;-;-;1,1;0,7;0,9;0,0;0,0;0,2;1,2;0,0;1,2
2016;Schnee/Duft;Insgesamt;Insgesamt;24,1;53,3;-;2,0;-;-;7,4;1,2;0,9;1,4;1,0;0,2;0,7;1,8;0,0;2,9
2016;Insekten;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,5;2,7;-;0,0;-;-;0,2;0,0;1,7;0,3;0,1;0,0;0,0;1,2;1,2;0,0
2016;Insekten;Eiche und Roteiche;Körperschaftswald;0,8;1,4;-;0,4;-;-;0,1;0,5;0,2;0,4;0,4;0,3;0,0;0,0;0,0;0,0
2016;Insekten;Eiche und Roteiche;Privatwald;0,8;0,0;-;5,0;-;-;-;0,3;2,0;4,9;0,0;0,7;0,0;0,2;0,8;0,0
2016;Insekten;Eiche und Roteiche;Insgesamt;2,1;4,1;-;5,5;-;-;0,2;0,9;4,0;5,6;0,5;1,0;0,0;1,4;2,0;0,1
2016;Insekten;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);7,4;0,5;-;0,0;-;-;0,4;0,0;0,5;0,0;0,0;0,1;0,0;0,4;0,1;0,1
2016;Insekten;Buche und sonstiges Laubholz;Körperschaftswald;8,6;2,1;-;0,0;-;-;0,2;1,8;0,0;0,1;0,1;0,6;0,0;-;0,1;0,1
2016;Insekten;Buche und sonstiges Laubholz;Privatwald;16,2;3,3;-;2,0;-;-;-;2,2;0,2;0,3;0,0;0,1;0,0;0,0;0,2;0,3
2016;Insekten;Buche und sonstiges Laubholz;Insgesamt;32,2;5,9;-;2,1;-;-;0,5;4,0;0,8;0,4;0,1;0,8;0,0;0,4;0,4;0,4
2016;Insekten;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);8,8;3,6;-;1,0;-;-;2,6;0,1;0,3;0,4;0,6;0,3;1,8;1,7;0,1;0,4
2016;Insekten;Kiefer und Lärche;Körperschaftswald;7,5;3,2;-;1,3;-;-;4,4;1,8;0,4;0,2;0,9;0,9;0,1;0,0;-;0,2
2016;Insekten;Kiefer und Lärche;Privatwald;2,1;78,8;-;20,6;-;-;0,0;3,7;1,8;0,6;0,0;0,1;0,0;1,5;0,1;1,1
2016;Insekten;Kiefer und Lärche;Insgesamt;18,4;85,7;-;22,8;-;-;7,0;5,6;2,4;1,2;1,6;1,4;1,9;3,2;0,3;1,7
2016;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);156,2;865,4;0,1;0,2;-;-;79,2;0,9;24,1;5,1;12,7;8,0;14,9;30,3;1,6;29,4
2016;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;172,1;280,7;-;5,7;-;-;123,2;4,8;6,7;8,3;27,4;11,4;3,4;1,7;0,3;11,1
2016;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;209,0;2204,3;-;27,6;-;-;-;8,9;15,2;37,4;5,4;1,7;1,5;3,2;2,3;38,1
2016;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;537,2;3350,5;0,1;33,6;-;-;202,4;14,6;46,0;50,8;45,5;21,1;19,7;35,2;4,1;78,6
2016;Insekten;Insgesamt;Staatswald (Bundes- und Landeswald);173,0;872,3;0,1;1,3;-;-;82,3;1,0;26,5;5,8;13,4;8,4;16,8;33,5;3,0;29,9
2016;Insekten;Insgesamt;Körperschaftswald;188,9;287,5;-;7,4;-;-;127,8;9,0;7,3;9,0;28,8;13,2;3,4;1,7;0,4;11,4
2016;Insekten;Insgesamt;Privatwald;228,1;2286,5;-;55,2;-;-;-;15,1;19,3;43,2;5,4;2,6;1,5;4,9;3,4;39,4
2016;Insekten;Insgesamt;Insgesamt;590,0;3446,2;0,1;64,0;-;-;210,1;25,1;53,1;58,0;47,6;24,2;21,7;40,2;6,8;80,8
2016;Trockenheit;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Eiche und Roteiche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Eiche und Roteiche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Eiche und Roteiche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Buche und sonstiges Laubholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Buche und sonstiges Laubholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Buche und sonstiges Laubholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Kiefer und Lärche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Kiefer und Lärche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Kiefer und Lärche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Insgesamt;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Insgesamt;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Insgesamt;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Trockenheit;Insgesamt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;Sonstiges;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);2,8;1,6;-;1,6;-;-;9,8;0,1;3,5;0,5;0,3;-;0,6;1,5;0,1;0,0
2016;Sonstiges;Eiche und Roteiche;Körperschaftswald;9,1;-;-;1,5;-;-;10,5;0,7;0,5;1,4;0,7;0,1;0,0;0,0;0,3;0,0
2016;Sonstiges;Eiche und Roteiche;Privatwald;0,9;-;-;2,5;-;-;-;2,0;6,1;10,8;0,1;0,0;0,0;0,4;0,5;0,0
2016;Sonstiges;Eiche und Roteiche;Insgesamt;12,7;1,6;-;5,5;-;-;20,3;2,7;10,0;12,7;1,2;0,1;0,6;2,0;0,8;0,1
2016;Sonstiges;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);56,0;16,7;-;0,7;-;0,0;41,0;1,7;8,4;1,5;4,8;0,2;2,0;9,8;7,3;0,5
2016;Sonstiges;Buche und sonstiges Laubholz;Körperschaftswald;167,9;-;-;1,4;-;-;38,4;10,2;2,7;7,9;4,6;1,0;0,1;0,5;2,4;0,3
2016;Sonstiges;Buche und sonstiges Laubholz;Privatwald;49,9;-;-;11,5;-;-;0,0;24,2;28,4;21,1;0,0;0,0;0,0;2,5;3,5;9,1
2016;Sonstiges;Buche und sonstiges Laubholz;Insgesamt;273,9;16,7;-;13,7;-;0,0;79,4;36,1;39,5;30,5;9,4;1,2;2,0;12,9;13,1;10,0
2016;Sonstiges;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);32,2;8,4;0,1;6,2;-;-;25,1;0,7;1,4;0,4;0,7;0,0;3,3;33,7;0,4;0,1
2016;Sonstiges;Kiefer und Lärche;Körperschaftswald;15,4;-;-;4,2;-;-;22,1;0,2;1,4;0,0;1,2;0,2;0,0;0,0;0,0;0,0
2016;Sonstiges;Kiefer und Lärche;Privatwald;1,0;-;-;11,7;-;-;0,0;3,0;17,6;2,0;0,0;0,0;0,0;3,3;0,0;0,5
2016;Sonstiges;Kiefer und Lärche;Insgesamt;48,8;8,4;0,1;22,1;-;-;47,2;3,9;20,4;2,3;1,9;0,2;3,4;37,0;0,5;0,7
2016;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);33,9;53,7;-;0,1;-;0,0;19,5;0,6;6,2;1,2;0,9;0,1;1,6;2,3;1,7;6,2
2016;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;53,5;-;-;-;-;-;17,5;0,1;0,5;3,9;7,0;0,5;0,0;0,0;0,1;1,2
2016;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;58,7;-;-;0,3;-;-;-;2,0;12,0;44,2;0,2;0,3;0,0;0,0;0,7;56,4
2016;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;146,2;53,7;-;0,4;-;0,0;37,1;2,8;18,7;49,3;8,0;0,9;1,6;2,4;2,5;63,9
2016;Sonstiges;Insgesamt;Staatswald (Bundes- und Landeswald);124,9;80,4;0,1;8,6;-;0,0;95,5;3,1;19,5;3,6;6,6;0,3;7,5;47,4;9,4;6,9
2016;Sonstiges;Insgesamt;Körperschaftswald;246,0;0,0;-;7,1;-;-;88,5;11,0;5,0;13,1;13,5;1,8;0,1;0,6;2,8;1,6
2016;Sonstiges;Insgesamt;Privatwald;110,5;0,0;-;26,0;-;-;-;31,3;64,0;78,1;0,3;0,3;0,0;6,3;4,7;66,2
2016;Sonstiges;Insgesamt;Insgesamt;481,5;80,4;0,1;41,7;-;0,0;184,0;45,6;88,6;94,7;20,4;2,4;7,6;54,2;16,9;74,7
2016;Insgesamt;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);3,9;4,8;-;2,0;-;-;12,6;0,2;8,2;1,2;0,8;0,1;0,7;8,2;1,7;0,1
2016;Insgesamt;Eiche und Roteiche;Körperschaftswald;10,9;2,1;-;2,2;-;-;15,4;1,4;0,8;2,5;2,0;0,5;0,0;0,1;0,5;0,2
2016;Insgesamt;Eiche und Roteiche;Privatwald;2,7;2,8;-;8,1;-;-;-;3,2;10,7;23,7;0,2;0,7;0,0;0,9;2,3;0,4
2016;Insgesamt;Eiche und Roteiche;Insgesamt;17,5;9,6;-;12,2;-;-;28,0;4,7;19,6;27,3;3,0;1,2;0,7;9,3;4,5;0,7
2016;Insgesamt;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);69,1;24,0;0,1;0,9;-;0,0;49,4;3,2;12,3;4,0;5,8;0,3;3,6;19,4;9,0;2,8
2016;Insgesamt;Buche und sonstiges Laubholz;Körperschaftswald;188,2;4,7;-;1,6;-;-;58,5;12,9;3,2;13,7;6,1;1,7;0,1;0,7;3,0;1,2
2016;Insgesamt;Buche und sonstiges Laubholz;Privatwald;83,5;41,5;-;15,2;-;-;-;30,3;36,6;28,1;0,0;0,3;0,0;3,4;6,2;11,3
2016;Insgesamt;Buche und sonstiges Laubholz;Insgesamt;340,9;70,2;0,1;17,7;-;0,0;107,9;46,3;52,0;45,8;11,9;2,4;3,8;23,5;18,2;15,3
2016;Insgesamt;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);43,9;35,2;0,3;41,9;-;-;33,0;1,5;14,0;1,9;2,8;0,4;19,8;46,6;1,4;4,5
2016;Insgesamt;Kiefer und Lärche;Körperschaftswald;25,7;10,0;-;8,6;-;-;37,6;3,6;4,1;0,9;2,9;1,1;0,1;0,8;0,4;1,7
2016;Insgesamt;Kiefer und Lärche;Privatwald;5,4;99,2;-;76,5;-;-;0,0;13,6;49,4;5,3;0,0;0,3;0,2;29,2;3,4;4,4
2016;Insgesamt;Kiefer und Lärche;Insgesamt;74,9;144,4;0,3;127,0;-;-;70,6;18,7;67,6;8,1;5,7;1,8;20,1;76,6;5,2;10,7
2016;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);275,6;1127,1;0,1;0,3;-;0,0;136,3;2,1;60,1;9,5;18,0;9,1;74,5;54,9;8,3;54,5
2016;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;345,2;332,0;-;6,3;-;-;199,1;5,6;13,6;19,4;53,3;12,4;8,7;2,4;2,4;19,8
2016;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;383,3;2647,6;-;31,4;-;-;-;16,6;60,2;117,5;7,6;2,3;2,1;4,7;18,4;111,3
2016;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;1004,1;4106,7;0,1;38,1;-;0,0;335,4;24,2;133,9;146,4;78,9;23,9;85,3;62,0;29,2;185,6
2016;Insgesamt;Insgesamt;Staatswald (Bundes- und Landeswald);392,4;1191,1;0,4;45,1;-;0,0;231,4;6,9;94,5;16,6;27,4;9,9;98,6;129,2;20,5;62,0
2016;Insgesamt;Insgesamt;Körperschaftswald;570,0;348,8;-;18,6;-;-;310,6;23,5;21,8;36,4;64,2;15,8;8,9;4,0;6,3;22,9
