GENESIS-Tabelle: 41261-0012
Schadholzeinschlag: Bundesländer, Jahre, Einschlagsursache,;;;;;;;;;;;;;;;;;;;
Holzartengruppen, Waldeigentumsarten;;;;;;;;;;;;;;;;;;;
Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);;;;;;;;;;;;;;;;;;;
Schadholzeinschlag (1000 cbm);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
Year;Cause;Tree_type;Owner;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
2013;Sonstiges;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);1,4;1,7;-;5,5;-;0,0;13,2;0,1;4,2;1,8;0,8;0,0;0,3;4,6;0,1;1,0
2013;Sonstiges;Eiche und Roteiche;Körperschaftswald;4,8;-;-;0,1;-;-;9,8;0,5;0,1;1,7;0,9;0,1;0,0;0,5;0,2;0,2
2013;Sonstiges;Eiche und Roteiche;Privatwald;1,8;-;-;8,6;-;-;-;0,9;10,0;20,8;0,1;-;-;0,8;1,2;0,5
2013;Sonstiges;Eiche und Roteiche;Insgesamt;8,2;1,7;-;14,2;-;0,0;23,0;1,5;14,3;24,3;1,8;0,1;0,4;5,9;1,4;1,7
2013;Sonstiges;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);14,8;12,3;-;6,0;-;0,0;28,4;0,5;10,4;1,3;1,5;0,2;0,5;3,8;3,4;2,8
2013;Sonstiges;Buche und sonstiges Laubholz;Körperschaftswald;41,3;-;-;1,2;-;-;33,1;14,1;1,6;3,2;2,5;0,2;0,1;0,0;1,5;1,0
2013;Sonstiges;Buche und sonstiges Laubholz;Privatwald;10,2;-;-;32,4;-;-;-;78,6;14,0;17,0;0,0;-;0,0;1,9;3,9;1,5
2013;Sonstiges;Buche und sonstiges Laubholz;Insgesamt;66,3;12,3;-;39,7;-;0,0;61,5;93,2;25,9;21,3;4,0;0,4;0,5;5,7;8,8;5,4
2013;Sonstiges;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);4,9;17,8;-;18,5;-;-;23,1;6,8;5,6;4,4;0,5;0,0;0,8;2,6;0,4;1,2
2013;Sonstiges;Kiefer und Lärche;Körperschaftswald;6,2;-;-;0,9;-;-;12,6;0,8;0,1;0,0;0,4;0,1;-;-;0,0;0,1
2013;Sonstiges;Kiefer und Lärche;Privatwald;1,3;-;-;6,8;-;-;-;1,2;15,1;4,0;-;-;0,3;2,3;0,1;0,3
2013;Sonstiges;Kiefer und Lärche;Insgesamt;12,5;17,8;-;26,1;-;-;35,7;8,8;20,8;8,4;1,0;0,2;1,0;4,8;0,4;1,6
2013;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);15,5;21,9;-;1,7;-;0,0;22,7;1,7;7,2;2,5;2,1;0,3;0,9;1,8;0,2;8,1
2013;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;34,2;-;-;0,0;-;-;16,3;3,3;0,3;1,5;4,1;0,6;-;-;0,0;3,3
2013;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;15,8;-;-;10,2;-;-;-;25,7;13,5;47,8;0,4;-;-;0,3;0,6;22,9
2013;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;65,5;21,9;-;11,9;-;0,0;39,1;30,7;21,0;51,8;6,7;0,9;0,9;2,1;0,8;34,4
2013;Sonstiges;Insgesamt;Staatswald (Bundes- und Landeswald);36,7;53,8;-;31,6;-;0,0;87,4;9,0;27,3;9,8;4,9;0,6;2,5;12,6;4,1;13,2
2013;Sonstiges;Insgesamt;Körperschaftswald;86,5;-;-;2,3;-;-;71,8;18,5;2,1;6,4;7,9;1,1;0,1;0,5;1,8;4,6
2013;Sonstiges;Insgesamt;Privatwald;29,1;-;-;58,0;-;-;-;106,4;52,6;89,7;0,5;-;0,3;5,5;5,8;25,4
2013;Sonstiges;Insgesamt;Insgesamt;152,4;53,8;-;91,8;-;0,0;159,2;134,1;82,0;105,8;13,3;1,6;2,9;18,5;11,6;43,1
2013;Insgesamt;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);5,5;8,3;-;6,8;-;0,0;19,2;0,2;8,6;2,6;1,0;0,2;1,6;13,3;0,3;1,5
2013;Insgesamt;Eiche und Roteiche;Körperschaftswald;10,1;6,3;-;0,7;-;-;15,8;0,8;0,4;2,2;3,0;0,1;0,1;0,6;0,5;0,7
2013;Insgesamt;Eiche und Roteiche;Privatwald;5,3;24,6;-;14,1;-;-;-;1,0;14,6;27,8;0,2;0,0;0,0;1,0;3,1;1,1
2013;Insgesamt;Eiche und Roteiche;Insgesamt;21,0;39,3;-;21,7;-;0,0;35,0;2,0;23,6;32,6;4,2;0,4;1,8;14,9;3,9;3,3
2013;Insgesamt;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);37,8;44,5;-;14,2;-;0,0;69,3;0,6;12,7;1,9;1,9;0,3;11,4;14,3;3,4;8,7
2013;Insgesamt;Buche und sonstiges Laubholz;Körperschaftswald;66,3;36,7;-;2,5;-;-;65,4;14,3;1,7;3,8;3,6;0,4;0,6;0,6;2,1;3,9
2013;Insgesamt;Buche und sonstiges Laubholz;Privatwald;39,1;127,7;-;40,5;-;-;-;82,6;15,5;20,9;0,0;0,0;0,7;2,2;5,9;6,3
2013;Insgesamt;Buche und sonstiges Laubholz;Insgesamt;143,1;208,9;-;57,2;-;0,0;134,8;97,5;29,9;26,7;5,6;0,7;12,8;17,0;11,4;18,8
2013;Insgesamt;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);16,9;410,5;-;35,9;-;0,0;36,7;7,7;12,1;6,7;0,8;0,3;53,7;57,1;1,0;9,4
2013;Insgesamt;Kiefer und Lärche;Körperschaftswald;16,8;15,2;-;16,8;-;-;22,0;2,2;2,2;1,0;1,1;0,3;0,9;6,3;1,9;4,7
2013;Insgesamt;Kiefer und Lärche;Privatwald;6,4;212,9;-;185,0;-;-;-;6,1;34,5;10,0;0,0;-;9,3;70,2;7,4;14,3
2013;Insgesamt;Kiefer und Lärche;Insgesamt;40,1;638,6;-;237,7;-;0,0;58,7;16,0;48,8;17,6;2,0;0,6;64,0;133,7;10,4;28,4
2013;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);261,4;712,2;-;3,3;-;0,1;150,3;1,8;46,8;31,8;22,9;7,8;124,9;24,4;7,9;90,4
2013;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;246,1;119,8;-;3,9;-;-;121,8;5,0;5,8;20,4;57,4;8,4;7,6;4,4;6,2;32,9
2013;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;222,3;941,6;-;14,8;-;-;-;40,1;49,2;198,2;12,7;1,9;5,7;2,6;34,3;109,0
2013;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;729,8;1773,6;-;22,0;-;0,1;272,1;46,8;101,8;250,4;93,0;18,1;138,2;31,4;48,4;232,3
2013;Insgesamt;Insgesamt;Staatswald (Bundes- und Landeswald);321,5;1175,5;-;60,2;-;0,1;275,6;10,3;80,1;42,9;26,7;8,5;191,7;109,0;12,7;110,0
2013;Insgesamt;Insgesamt;Körperschaftswald;339,3;178,0;-;23,9;-;-;225,0;22,4;10,1;27,5;65,2;9,3;9,2;11,9;10,7;42,1
2013;Insgesamt;Insgesamt;Privatwald;273,2;1306,9;-;254,5;-;-;-;129,7;113,8;256,8;12,9;2,0;15,8;76,1;50,7;130,7
2013;Insgesamt;Insgesamt;Insgesamt;934,0;2660,3;-;338,5;-;0,1;500,6;162,3;204,0;327,3;104,8;19,7;216,7;197,0;74,1;282,9
2014;Wind/Sturm;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,7;1,1;-;0,2;-;-;4,6;-;1,3;0,8;0,3;0,2;0,1;1,7;3,9;0,1
2014;Wind/Sturm;Eiche und Roteiche;Körperschaftswald;2,1;1,0;-;0,1;-;-;4,4;0,2;0,1;9,2;0,9;-;-;-;2,1;0,1
2014;Wind/Sturm;Eiche und Roteiche;Privatwald;0,6;6,3;-;2,4;-;-;-;0,5;2,2;12,8;0,3;-;-;0,2;9,5;0,2
2014;Wind/Sturm;Eiche und Roteiche;Insgesamt;3,4;8,4;-;2,7;-;-;9,0;0,8;3,5;22,8;1,4;0,2;0,1;1,9;15,5;0,4
2014;Wind/Sturm;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);6,2;11,5;-;2,4;-;0,2;23,1;0,2;2,2;4,4;0,8;0,1;1,1;7,1;15,8;2,4
2014;Wind/Sturm;Buche und sonstiges Laubholz;Körperschaftswald;12,6;12,7;-;0,4;-;-;27,9;3,6;0,3;21,3;2,8;0,1;-;0,1;3,5;1,2
2014;Wind/Sturm;Buche und sonstiges Laubholz;Privatwald;9,2;12,4;-;5,9;-;-;-;5,2;5,4;46,3;0,3;-;-;0,1;15,5;3,4
2014;Wind/Sturm;Buche und sonstiges Laubholz;Insgesamt;28,1;36,5;-;8,6;-;0,2;50,9;8,9;7,8;72,0;3,9;0,2;1,1;7,3;34,8;7,0
2014;Wind/Sturm;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);1,2;38,2;-;9,3;-;0,4;12,5;0,8;12,9;1,5;0,2;0,2;3,9;15,3;102,8;1,0
2014;Wind/Sturm;Kiefer und Lärche;Körperschaftswald;1,8;2,6;-;14,6;-;-;9,0;30,5;0,5;1,3;0,6;0,1;-;0,1;23,9;0,7
2014;Wind/Sturm;Kiefer und Lärche;Privatwald;1,1;24,2;-;127,9;-;-;-;10,3;24,7;12,0;0,1;-;-;8,3;84,7;1,2
2014;Wind/Sturm;Kiefer und Lärche;Insgesamt;4,1;65,0;-;151,9;-;0,4;21,5;41,5;38,1;14,7;0,8;0,2;4,0;23,7;211,5;2,9
2014;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);29,9;115,3;-;0,5;-;1,6;49,0;0,3;45,8;7,0;2,9;0,3;12,8;17,0;285,7;11,0
2014;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;41,0;64,3;-;0,8;-;-;50,2;21,8;6,3;7,8;17,8;0,2;0,4;1,4;69,7;6,7
2014;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;44,8;282,1;-;2,2;-;-;-;19,6;57,0;54,4;4,5;0,3;0,4;1,1;317,8;21,1
2014;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;115,7;461,7;-;3,5;-;1,6;99,2;41,7;109,1;69,3;25,2;0,8;13,6;19,5;673,1;38,7
2014;Wind/Sturm;Insgesamt;Staatswald (Bundes- und Landeswald);38,0;166,2;-;12,4;-;2,2;89,1;1,3;62,2;13,6;4,1;0,7;17,9;41,0;408,2;14,5
2014;Wind/Sturm;Insgesamt;Körperschaftswald;57,5;80,5;-;15,9;-;-;91,5;56,0;7,2;39,6;22,2;0,4;0,4;1,6;99,2;8,7
2014;Wind/Sturm;Insgesamt;Privatwald;55,7;324,9;-;138,5;-;-;-;35,5;89,3;125,5;5,1;0,3;0,5;9,7;427,5;25,9
2014;Wind/Sturm;Insgesamt;Insgesamt;151,3;571,6;-;166,8;-;2,2;180,6;92,8;158,6;178,8;31,3;1,4;18,8;52,3;934,9;49,0
2014;Schnee/Duft;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,1;0,1;-;-;-;-;-;-;-;-;-;-;0,1;0,2;-;-
2014;Schnee/Duft;Eiche und Roteiche;Körperschaftswald;0,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Schnee/Duft;Eiche und Roteiche;Privatwald;-;1,7;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Schnee/Duft;Eiche und Roteiche;Insgesamt;0,3;1,7;-;-;-;-;-;-;-;-;-;-;0,1;0,2;-;-
2014;Schnee/Duft;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);0,6;2,1;-;0,2;-;-;0,5;-;-;-;-;-;0,9;0,1;-;-
2014;Schnee/Duft;Buche und sonstiges Laubholz;Körperschaftswald;1,7;0,3;-;-;-;-;0,1;-;-;-;-;-;0,1;-;-;-
2014;Schnee/Duft;Buche und sonstiges Laubholz;Privatwald;0,2;19,4;-;-;-;-;-;0,3;-;-;-;-;0,3;-;-;0,1
2014;Schnee/Duft;Buche und sonstiges Laubholz;Insgesamt;2,5;21,8;-;0,2;-;-;0,5;0,3;-;-;-;-;1,4;0,1;-;0,2
2014;Schnee/Duft;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);-;11,9;-;6,9;-;-;2,0;-;-;-;-;-;6,9;5,2;-;0,2
2014;Schnee/Duft;Kiefer und Lärche;Körperschaftswald;0,5;2,7;-;-;-;-;1,2;0,2;-;-;-;-;0,2;0,4;-;0,1
2014;Schnee/Duft;Kiefer und Lärche;Privatwald;-;29,6;-;0,1;-;-;-;0,6;0,8;-;-;-;2,4;15,8;-;0,9
2014;Schnee/Duft;Kiefer und Lärche;Insgesamt;0,6;44,2;-;7,1;-;-;3,1;0,9;0,8;-;-;-;9,5;21,5;-;1,2
2014;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);0,9;22,4;-;0,2;-;-;6,5;-;0,2;0,8;-;-;9,9;0,3;-;2,6
2014;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;3,2;6,7;-;-;-;-;2,9;-;-;0,1;0,1;-;1,5;0,2;-;0,3
2014;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;2,1;42,6;-;-;-;-;-;1,2;-;1,1;-;-;4,2;0,3;-;1,6
2014;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;6,1;71,6;-;0,2;-;-;9,4;1,2;0,2;2,0;0,1;-;15,6;0,8;-;4,6
2014;Schnee/Duft;Insgesamt;Staatswald (Bundes- und Landeswald);1,7;36,5;-;7,4;-;-;8,9;-;0,2;0,9;0,1;-;17,7;5,8;-;2,9
2014;Schnee/Duft;Insgesamt;Körperschaftswald;5,5;9,6;-;-;-;-;4,1;0,3;-;0,1;0,1;-;1,8;0,6;-;0,5
2014;Schnee/Duft;Insgesamt;Privatwald;2,3;93,3;-;0,1;-;-;-;2,1;0,8;1,2;-;-;7,0;16,1;-;2,7
2014;Schnee/Duft;Insgesamt;Insgesamt;9,5;139,3;-;7,6;-;-;13,0;2,3;1,0;2,1;0,1;-;26,5;22,5;-;6,1
2014;Insekten;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,5;5,3;-;-;-;-;0,1;-;2,9;0,2;-;-;-;2,1;-;0,1
2014;Insekten;Eiche und Roteiche;Körperschaftswald;1,2;0,6;-;0,3;-;-;-;0,2;2,8;0,2;0,2;-;-;-;-;0,1
2014;Insekten;Eiche und Roteiche;Privatwald;1,6;0,3;-;1,4;-;-;-;0,2;3,4;4,3;-;-;-;0,6;0,4;0,1
2014;Insekten;Eiche und Roteiche;Insgesamt;3,3;6,3;-;1,7;-;-;0,1;0,4;9,2;4,7;0,2;-;-;2,7;0,4;0,3
2014;Insekten;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);5,4;0,1;-;-;-;-;-;-;0,5;0,1;-;-;0,1;0,7;-;-
2014;Insekten;Buche und sonstiges Laubholz;Körperschaftswald;4,4;0,1;-;-;-;-;-;1,1;-;-;-;-;-;-;-;0,4
2014;Insekten;Buche und sonstiges Laubholz;Privatwald;13,8;2,7;-;1,1;-;-;-;2,1;0,2;0,4;-;-;-;-;0,1;0,3
2014;Insekten;Buche und sonstiges Laubholz;Insgesamt;23,6;2,8;-;1,1;-;-;-;3,2;0,8;0,5;-;-;0,1;0,7;0,1;0,7
2014;Insekten;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);4,6;1,5;-;1,3;-;-;2,3;0,1;0,7;0,5;0,2;0,1;1,3;1,4;-;0,5
2014;Insekten;Kiefer und Lärche;Körperschaftswald;3,0;0,3;-;0,6;-;-;2,8;0,2;0,1;-;0,3;-;-;0,1;-;0,3
2014;Insekten;Kiefer und Lärche;Privatwald;1,9;11,8;-;7,0;-;-;-;0,7;6,9;0,9;0,1;-;-;1,5;-;0,9
2014;Insekten;Kiefer und Lärche;Insgesamt;9,5;13,5;-;8,8;-;-;5,1;1,0;7,8;1,4;0,6;0,1;1,3;2,9;0,1;1,8
2014;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);88,1;314,4;-;0,2;-;0,1;58,7;0,5;33,5;9,6;10,5;5,0;36,7;18,1;4,4;44,7
2014;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;83,3;52,3;-;1,3;-;-;56,2;0,9;9,2;8,7;24,4;3,6;2,1;0,9;0,3;14,8
2014;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;99,2;507,5;-;3,3;-;-;-;4,1;21,3;55,7;6,1;0,9;1,0;0,6;1,5;52,2
2014;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;270,6;874,2;-;4,7;-;0,1;114,9;5,5;64,0;74,0;40,9;9,4;39,8;19,7;6,2;111,6
2014;Insekten;Insgesamt;Staatswald (Bundes- und Landeswald);98,6;321,2;-;1,5;-;0,1;61,1;0,7;37,7;10,4;10,7;5,1;38,0;22,3;4,4;45,3
2014;Insekten;Insgesamt;Körperschaftswald;91,8;53,3;-;2,2;-;-;59,0;2,4;12,1;8,9;24,9;3,6;2,1;1,0;0,3;15,6
2014;Insekten;Insgesamt;Privatwald;116,5;522,3;-;12,7;-;-;-;7,0;31,9;61,3;6,1;0,9;1,0;2,7;2,0;53,5
2014;Insekten;Insgesamt;Insgesamt;307,0;896,8;-;16,4;-;0,1;120,1;10,1;81,7;80,6;41,7;9,6;41,2;26,0;6,7;114,4
2014;Trockenheit;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Eiche und Roteiche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Eiche und Roteiche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Eiche und Roteiche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Buche und sonstiges Laubholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Buche und sonstiges Laubholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Buche und sonstiges Laubholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Kiefer und Lärche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Kiefer und Lärche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Kiefer und Lärche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Insgesamt;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Insgesamt;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Insgesamt;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Trockenheit;Insgesamt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;Sonstiges;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);2,5;3,8;-;7,2;-;-;11,1;0,1;5,2;0,5;0,6;0,6;0,4;4,7;-;1,0
2014;Sonstiges;Eiche und Roteiche;Körperschaftswald;6,5;-;-;0,1;-;-;10,3;0,2;0,7;2,0;1,3;-;-;0,1;-;-
2014;Sonstiges;Eiche und Roteiche;Privatwald;0,8;-;-;0,5;-;-;-;1,2;8,3;16,1;-;-;-;0,6;0,4;-
2014;Sonstiges;Eiche und Roteiche;Insgesamt;9,8;3,8;-;7,9;-;-;21,4;1,5;14,2;18,7;1,9;0,6;0,4;5,3;0,4;1,1
2014;Sonstiges;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);28,0;6,7;-;8,1;-;0,4;29,5;1,1;9,6;0,6;1,9;0,8;0,3;9,7;4,4;1,6
2014;Sonstiges;Buche und sonstiges Laubholz;Körperschaftswald;76,5;-;-;1,1;-;-;35,5;10,6;1,1;3,9;2,8;0,1;-;-;0,2;0,4
2014;Sonstiges;Buche und sonstiges Laubholz;Privatwald;9,4;-;-;6,1;-;-;-;75,5;14,0;13,5;-;-;-;3,0;4,4;1,7
2014;Sonstiges;Buche und sonstiges Laubholz;Insgesamt;113,9;6,7;-;15,4;-;0,4;65,0;87,0;24,8;18,1;4,7;0,9;0,3;12,6;9,0;3,7
2014;Sonstiges;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);10,0;7,4;-;12,6;-;-;22,8;2,8;7,9;1,0;0,8;0,1;2,4;3,4;-;0,6
2014;Sonstiges;Kiefer und Lärche;Körperschaftswald;9,3;-;-;0,4;-;-;25,8;-;0,6;-;0,4;-;0,1;0,8;-;-
2014;Sonstiges;Kiefer und Lärche;Privatwald;0,7;-;-;2,3;-;-;-;1,2;18,1;0,8;-;-;0,5;13,8;-;0,6
2014;Sonstiges;Kiefer und Lärche;Insgesamt;20,0;7,4;-;15,2;-;-;48,6;4,0;26,8;1,8;1,1;0,1;3,0;18,0;-;1,3
2014;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);17,7;18,0;-;1,6;-;-;18,5;0,4;8,1;1,8;1,4;1,0;1,4;2,8;5,5;2,4
2014;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;38,5;-;-;-;-;-;16,7;-;0,6;5,0;3,2;0,3;-;-;0,2;5,1
2014;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;19,7;-;-;0,3;-;-;-;4,8;45,2;49,5;-;0,1;0,5;0,2;0,5;16,6
2014;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;75,8;18,0;-;1,9;-;-;35,2;5,3;53,9;56,3;4,7;1,4;1,9;3,0;6,1;24,2
2014;Sonstiges;Insgesamt;Staatswald (Bundes- und Landeswald);58,2;35,7;-;29,5;-;0,5;81,9;4,4;30,9;3,9;4,6;2,6;4,4;20,6;9,9;5,7
2014;Sonstiges;Insgesamt;Körperschaftswald;130,7;-;-;1,7;-;-;88,3;10,8;3,0;11,0;7,7;0,4;0,1;0,8;0,4;5,6
2014;Sonstiges;Insgesamt;Privatwald;30,6;-;-;9,2;-;-;-;82,6;85,7;79,9;0,2;0,1;1,0;17,5;5,3;19,0
2014;Sonstiges;Insgesamt;Insgesamt;219,5;35,7;-;40,4;-;0,5;170,1;97,8;119,7;94,9;12,4;3,0;5,6;38,9;15,6;30,3
2014;Insgesamt;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);3,8;10,3;-;7,5;-;-;15,8;0,1;9,4;1,5;0,8;0,8;0,5;8,6;3,9;1,2
2014;Insgesamt;Eiche und Roteiche;Körperschaftswald;9,9;1,6;-;0,6;-;-;14,7;0,6;3,6;11,4;2,4;0,1;-;0,1;2,2;0,2
2014;Insgesamt;Eiche und Roteiche;Privatwald;3,0;8,3;-;4,3;-;-;-;1,9;13,9;33,3;0,3;-;-;1,4;10,2;0,3
2014;Insgesamt;Eiche und Roteiche;Insgesamt;16,8;20,1;-;12,4;-;-;30,5;2,6;27,0;46,2;3,5;0,9;0,5;10,1;16,2;1,8
2014;Insgesamt;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);40,3;20,4;-;10,7;-;0,7;53,1;1,3;12,4;5,1;2,7;0,9;2,3;17,5;20,3;4,1
2014;Insgesamt;Buche und sonstiges Laubholz;Körperschaftswald;95,2;13,1;-;1,5;-;-;63,4;15,2;1,4;25,2;5,6;0,2;0,2;0,1;3,7;2,0
2014;Insgesamt;Buche und sonstiges Laubholz;Privatwald;32,7;34,4;-;13,2;-;-;-;83,0;19,7;60,2;0,3;-;0,4;3,1;19,9;5,5
2014;Insgesamt;Buche und sonstiges Laubholz;Insgesamt;168,1;67,9;-;25,3;-;0,7;116,5;99,5;33,5;90,6;8,6;1,2;2,9;20,7;43,9;11,6
2014;Insgesamt;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);15,8;58,9;-;30,1;-;0,4;39,5;3,7;21,6;2,9;1,2;0,4;14,5;25,3;102,9;2,3
2014;Insgesamt;Kiefer und Lärche;Körperschaftswald;14,6;5,5;-;15,7;-;-;38,8;31,0;1,2;1,4;1,2;0,1;0,3;1,4;24,0;1,2
2014;Insgesamt;Kiefer und Lärche;Privatwald;3,7;65,6;-;137,3;-;-;-;12,7;50,6;13,7;0,1;-;3,0;39,3;84,8;3,7
2014;Insgesamt;Kiefer und Lärche;Insgesamt;34,1;130,0;-;183,0;-;0,4;78,3;47,4;73,4;18,0;2,6;0,5;17,7;66,0;211,6;7,2
2014;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);136,5;470,1;-;2,4;-;1,8;132,6;1,3;87,6;19,3;14,7;6,3;60,8;38,3;295,5;60,8
2014;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;165,9;123,2;-;2,1;-;-;126,0;22,7;16,1;21,6;45,5;4,0;4,0;2,5;70,1;26,9
2014;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;165,7;832,2;-;5,8;-;-;-;29,7;123,5;160,7;10,6;1,3;6,1;2,1;319,8;91,6
2014;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;468,1;1425,4;-;10,3;-;1,8;258,6;53,7;227,2;201,6;70,8;11,6;70,9;43,0;685,4;179,3
